	Neo.1	Neo.2	Neo.3	Week4.1	Week4.2	Week4.3	Year1.1	Year1.2	Month18.1	Month18.2
Tpm4	717.201372568173	788.339829513635	681.468415970276	709.824189014754	795.013835003734	718.43015270177	565.206849503949	528.381416036319	511.257910252844	498.100009476095
Tpmt	6.35617019269605	3.80223637135419	9.83310094925762	7.04087245490027	7.40225336802284	4.85668826980771	8.65640185442423	4.92019272479076	5.14076555862793	5.39145531241
Tpo	0	0	0	0	0	0.31275075531362	0	0	0	0
Tpp1	63.8207806380953	47.2722232317189	56.3775556494839	82.4505976051067	78.8831187276749	74.4605277311654	91.6549458502138	90.0298714761919	69.3326874575483	79.3355353372384
Tpp2	35.8243585345165	57.4914589025125	33.4963178693224	25.0108936148713	29.8930381079835	31.5558407079971	20.280535375472	24.1553956315447	21.8599528560897	18.4528099447318
Tppp	18.7646185787907	12.7947186355828	19.922195567223	7.83708470757959	12.8969375476769	8.71790485361775	7.37280870917491	6.24486671584222	6.92011958203994	8.75310557878256
Tppp2	0	0	0	0	0	0	0	0	0	0
Tppp3	139.49530653735	93.1408265327003	72.0081163288655	838.398703752772	778.754225229656	727.542811394364	534.139341699132	401.062468792254	714.989514480383	458.446759122431
Tpr	85.2508225740067	118.752479840239	75.261470769536	63.4182279931592	66.0534284721715	71.7781528624543	59.0257634424539	61.4410391462403	54.5784407877886	65.1504782792685
Tpra1	38.0152486521268	23.8770266741734	39.7360643897945	30.9876858895287	41.6824146600645	42.4143138035859	33.1793993097646	30.5344165090477	30.396635516455	25.7588424831592
Tprg	0	0	0	0	0	0	0	0	0	0
Tprgl	216.434454273003	206.224395429556	244.978623265681	263.184433258473	275.212982258008	260.917945366249	226.684297490106	225.224105358342	265.651007209089	260.305329753603
Tprkb	30.2855065747778	20.0881612701459	25.4798799133661	16.3023730011185	27.4924005037404	12.4725426335946	18.1144979781946	15.5485502016107	18.5628692250799	25.7524903413505
Tprn	4.7020455370594	1.07092438859653	7.21307651482812	5.44333184167284	6.10701780711236	8.07009012589248	5.47344330479305	4.81455373981301	3.98748046330258	9.22938283303478
Tpsab1	0	0	0	0	0	0	0	0	0	0
Tpsb2	0	0.0412526844158673	0	0	0.0356594897906648	0	0	0	0	2.5363837013579
Tpsg1	0	0	0	0	0	0	0	0	0	0
Tpst1	190.300525209038	191.214107137648	200.520035426873	237.047857714868	242.9374374205	197.083560521117	199.849191006335	198.612504549174	172.029917366677	172.475247320871
Tpst2	86.5980744294659	57.5263453684552	42.983742297715	65.688444346222	61.4044619435669	90.2092034751802	61.2274104028275	49.1969437235752	52.1444402868511	61.2476904873609
Tpt1	7427.04286483154	7381.43308008227	8291.24683168911	4788.97657642289	5435.16869690094	5329.23629953423	7196.48398194855	6834.92951681961	7549.97311789726	6815.17312235361
Tpte	0	0	0	0	0	0	0.32446232427085	0	0.244035681551668	0
Tpx2	30.8673258840853	53.0677556577495	38.1120280295642	12.2966314900451	7.3062005639001	13.8650520020614	2.29737351268444	0.875695709671439	1.27366429231606	2.03405871371809
Tra2a	74.4247760487499	84.2659647985771	48.1824969511546	65.5958743454715	49.6642277067009	125.17447580231	33.7630959618531	51.989730549089	70.8862996421378	98.7816603546638
Tra2b	120.6649323193	121.488711196419	111.072037796704	97.8237971676377	99.6196868661721	113.203288183506	56.5089320930319	78.9830037690228	88.0079894714886	121.948894482394
Trabd	40.0463180363222	61.5494200958444	36.4519815668736	36.6652153954586	42.7325630414146	39.6938664884161	27.9179987427851	29.2072933795554	30.6982517311002	30.4732095384107
Trabd2b	7.30467709117779	7.61727669392966	3.82785708495213	16.4441495577927	15.2563336511436	10.2798727503308	16.6183743667282	15.1773975878697	30.2645066794768	24.2490398992374
Tradd	19.7073154616513	19.3790516573207	26.4443731051163	20.418046961212	19.4687940795011	23.6587565265098	17.4417924085753	19.3771510727833	16.758214373118	10.4244268677334
Traf1	4.01837290583059	2.4709736956952	0	0	2.11926265002791	2.3092957011703	1.67485939956994	3.47845960980592	1.72233430334263	3.4059399874167
Traf2	7.44414510749082	9.82591835315989	13.1157417008133	14.8318660368513	10.5063444243269	11.721265664886	11.2882365745604	14.0070863277678	10.2236917523208	10.32145118783
Traf3	19.3408778687401	23.1686137851868	13.8544165671598	24.4201006225891	25.0179011770233	20.7925189545558	14.0682041429678	13.7622558532506	19.1186043903717	12.5176727222906
Traf3ip1	8.63677380843205	9.41258964372465	8.35892524118368	10.2914778442323	12.0050627023713	11.8774694705833	4.54879955511518	5.21917276635485	4.88751176787659	5.53059778909093
Traf3ip2	10.7591240416579	9.40866247203439	16.2225034417899	34.7430817909171	23.4381978072429	24.8411922675337	15.1448759643306	20.4617934191973	19.0389327039236	12.7640400882396
Traf3ip3	0	0.0634836218450687	0.894607931173181	0	1.39019891174469	0.0186132807264226	0.519914797778656	0	0	0
Traf4	155.205904183789	119.231419165598	132.308014043795	28.7051725668329	24.4542754708735	27.868135930955	22.6918955380867	32.65832758484	24.4276146916758	15.0110077112002
